district_id,district_name,state,population,rural_population,urban_population,rural_fraction,literacy_rate,female_literacy,sc_pct,st_pct,cultivators,agri_laborers,rural_households,poverty_rate_proxy
444,Udaipur,Rajasthan,576365,368730,207634,0.6398,0.611,0.4837,0.2529,0.0097,57795,45924,73991,0.3506
445,East,Sikkim,79866,51493,28372,0.6447,0.5737,0.3962,0.0932,0.0,4116,3105,10152,0.0454
446,North Sikkim,Sikkim,420825,281859,138965,0.6698,0.6025,0.5218,0.147,0.1842,23337,24584,57056,0.0313
447,South Sikkim,Sikkim,308367,281529,26837,0.913,0.5867,0.4831,0.2348,0.0,23618,17077,64929,0.0697
448,West Sikkim,Sikkim,617250,488041,129208,0.7907,0.6491,0.5168,0.087,0.0401,38867,47790,96533,0.0769
449,Ariyalur,Tamil Nadu,138800,55063,83736,0.3967,0.6729,0.5616,0.1905,0.1428,8697,6599,12956,0.047
450,Chennai,Tamil Nadu,515600,233101,282498,0.4521,0.7198,0.5786,0.138,0.2215,31199,30680,54267,0.0866
451,Coimbatore,Tamil Nadu,336976,178318,158657,0.5292,0.7919,0.685,0.1188,0.0,24846,17763,36289,0.1096
452,Cuddalore,Tamil Nadu,678777,273570,405206,0.403,0.6681,0.6171,0.0957,0.1401,51661,27283,51195,0.0704
453,Dharmapuri,Tamil Nadu,347641,174688,172952,0.5025,0.7721,0.7025,0.208,0.1025,24770,11081,33299,0.0655
454,Dindigul,Tamil Nadu,1198480,676576,521903,0.5645,0.7519,0.6292,0.2712,0.1444,79038,56014,137965,0.0489
455,Erode,Tamil Nadu,168913,86086,82826,0.5096,0.6675,0.5986,0.097,0.0607,13330,8738,18105,0.0871
456,Kancheepuram,Tamil Nadu,894460,369961,524498,0.4136,0.6986,0.5206,0.2286,0.3278,55950,49592,86810,0.133
457,Kanniyakumari,Tamil Nadu,597949,299192,298756,0.5004,0.6698,0.5661,0.1588,0.0309,29924,22683,58227,0.095
458,Karur,Tamil Nadu,799108,208483,590624,0.2609,0.6728,0.5331,0.1604,0.1474,65269,38336,51678,0.1383
459,Madurai,Tamil Nadu,1656855,604583,1052271,0.3649,0.7334,0.6459,0.1693,0.0207,133956,103688,111875,0.0587
460,Nagapattinam,Tamil Nadu,510424,289001,221422,0.5662,0.68,0.623,0.1535,0.0,32005,24390,59849,0.0467
461,Namakkal,Tamil Nadu,101466,35297,66168,0.3479,0.7337,0.5568,0.1711,0.1737,5559,4968,7431,0.0489
462,Nilgiris,Tamil Nadu,259006,104971,154034,0.4053,0.6683,0.5375,0.2118,0.0,18295,17540,19643,0.1173
463,Perambalur,Tamil Nadu,328859,153376,175482,0.4664,0.7617,0.7003,0.2313,0.1785,18619,16393,31402,0.1128
464,Pudukkottai,Tamil Nadu,195451,67995,127455,0.3479,0.6253,0.559,0.0923,0.1251,9059,8080,16242,0.0931
465,Ramanathapuram,Tamil Nadu,156461,75063,81397,0.4798,0.7754,0.7193,0.1604,0.2114,6733,6728,15662,0.1453
466,Salem,Tamil Nadu,383960,185357,198602,0.4828,0.6306,0.5736,0.0817,0.0538,30740,18459,37730,0.1491
467,Sivaganga,Tamil Nadu,961231,424620,536610,0.4417,0.7006,0.5239,0.1306,0.2287,67217,38792,99717,0.0672
468,Thanjavur,Tamil Nadu,164845,70704,94140,0.4289,0.711,0.6542,0.1997,0.2366,9346,5638,12987,0.1858
469,Theni,Tamil Nadu,531703,198210,333492,0.3728,0.7039,0.649,0.1323,0.2091,49694,24806,47710,0.1169
470,Thiruvallur,Tamil Nadu,833912,391236,442675,0.4692,0.7066,0.6315,0.2123,0.0344,51449,36010,77186,0.1403
471,Thiruvarur,Tamil Nadu,684390,418654,265735,0.6117,0.745,0.6216,0.136,0.0,43631,34892,84074,0.1215
472,Thoothukudi,Tamil Nadu,240778,144114,96663,0.5985,0.7376,0.6253,0.1684,0.0898,16241,12487,29392,0.1077
473,Tiruchchirappalli,Tamil Nadu,279672,143493,136178,0.5131,0.7363,0.6102,0.1828,0.0582,8301,7056,27049,0.1867
474,Tirunelveli Kattabo,Tamil Nadu,1287494,539654,747839,0.4192,0.7042,0.5469,0.2639,0.07,91911,71144,126481,0.157
475,Tiruvannamalai,Tamil Nadu,538178,231454,306723,0.4301,0.5558,0.4566,0.0464,0.274,38633,23021,47113,0.0931
476,Vellore,Tamil Nadu,816725,537848,278876,0.6585,0.7548,0.6057,0.1198,0.0,61673,36864,111332,0.1381
477,Villupuram,Tamil Nadu,212614,90674,121939,0.4265,0.6984,0.5662,0.3597,0.0,14239,8767,20058,0.1421
478,Virudhunagar,Tamil Nadu,157023,76708,80314,0.4885,0.7398,0.5705,0.1899,0.2495,13029,10592,18885,0.0632
479,Adilabad,Telangana,443244,253417,189826,0.5717,0.5995,0.4926,0.0344,0.0518,26598,17073,55859,0.2941
480,Hyderabad,Telangana,654861,370681,284179,0.566,0.6344,0.5484,0.1,0.0,71754,41806,90319,0.2857
481,Karimnagar,Telangana,1069892,686191,383700,0.6414,0.7358,0.567,0.1534,0.047,124399,91194,140226,0.2367
482,Khammam,Telangana,1859575,1041201,818373,0.5599,0.6483,0.5882,0.1735,0.0,204508,108561,201155,0.3025
483,Mahbubnagar,Telangana,842361,523311,319049,0.6212,0.8919,0.7642,0.1727,0.0,83801,42438,99800,0.2051
484,Medak,Telangana,132650,86086,46563,0.649,0.5781,0.4972,0.1667,0.1428,13017,12141,17776,0.232
485,Nalgonda,Telangana,108478,48785,59692,0.4497,0.7168,0.6133,0.2111,0.213,6441,6984,11340,0.2315
486,Nizamabad,Telangana,248525,142850,105674,0.5748,0.8033,0.7072,0.1768,0.0,21633,20928,31767,0.2002
487,Rangareddi,Telangana,760552,571679,188872,0.7517,0.6986,0.5238,0.1737,0.3713,68444,57867,142594,0.3192
488,Warangal,Telangana,497754,273112,224641,0.5487,0.6083,0.4377,0.2334,0.2615,61066,37518,53577,0.1847
489,Dhalai,Tripura,165055,108492,56562,0.6573,0.7084,0.6382,0.1481,0.2087,17876,14462,24624,0.2723
490,North Tripura,Tripura,106801,73437,33363,0.6876,0.6152,0.5644,0.2639,0.3227,10139,5823,17209,0.2434
491,South Tripura,Tripura,461849,404120,57728,0.875,0.7512,0.6868,0.2057,0.1871,48886,34952,95942,0.2229
492,West Tripura,Tripura,72070,52868,19201,0.7336,0.6272,0.4544,0.2504,0.1405,5098,4198,10879,0.2998
493,Agra,Uttar Pradesh,308774,240724,68049,0.7796,0.6598,0.5622,0.146,0.0285,23493,19759,47027,0.44
494,Aligarh,Uttar Pradesh,457425,429787,27637,0.9396,0.5605,0.3986,0.1504,0.2938,35784,29362,100964,0.4711
495,Allahabad,Uttar Pradesh,742582,578435,164146,0.779,0.5768,0.4748,0.2195,0.227,67397,45565,128808,0.4076
496,Ambedkar Nagar,Uttar Pradesh,133055,100971,32083,0.7589,0.5339,0.4649,0.2623,0.0,11066,6056,18792,0.439
497,Auraiya,Uttar Pradesh,927778,592806,334971,0.639,0.6822,0.5647,0.2012,0.0,80311,68916,130170,0.3902
498,Azamgarh,Uttar Pradesh,152026,124728,27297,0.8204,0.6534,0.5254,0.1125,0.1913,19102,14017,26638,0.4361
499,Badaun,Uttar Pradesh,137500,117622,19877,0.8554,0.515,0.379,0.1472,0.1659,13522,6647,21805,0.4482
500,Baghpat,Uttar Pradesh,108446,87323,21122,0.8052,0.5229,0.4408,0.0843,0.0,11925,5267,21678,0.4702
501,Bahraich,Uttar Pradesh,125002,104779,20222,0.8382,0.5953,0.4176,0.1005,0.0,13636,7957,23354,0.5047
502,Ballia,Uttar Pradesh,1478018,1031112,446905,0.6976,0.5482,0.4599,0.0201,0.233,185109,117853,256869,0.4812
503,Balrampur,Uttar Pradesh,323818,227314,96503,0.702,0.633,0.5084,0.2534,0.1246,44400,32355,47140,0.479
504,Banda,Uttar Pradesh,449256,312279,136976,0.6951,0.5373,0.3951,0.2121,0.0,52644,37007,71949,0.4605
505,Bara Banki,Uttar Pradesh,684673,638596,46076,0.9327,0.5497,0.4422,0.0995,0.0495,31760,33748,125159,0.513
506,Bareilly,Uttar Pradesh,224009,185299,38709,0.8272,0.6496,0.5763,0.1155,0.0,20407,11030,36569,0.3977
507,Basti,Uttar Pradesh,135908,107868,28039,0.7937,0.6288,0.4769,0.1509,0.0,11693,6768,20256,0.4612
508,Bijnor,Uttar Pradesh,693618,486225,207392,0.701,0.6465,0.5701,0.0936,0.1819,76192,44415,120858,0.4745
509,Bulandshahr,Uttar Pradesh,351525,253967,97557,0.7225,0.6417,0.5583,0.1617,0.1229,30771,25344,55908,0.4779
510,Chandauli,Uttar Pradesh,402743,326092,76650,0.8097,0.6412,0.516,0.1454,0.2804,45545,27177,66876,0.4573
511,Chitrakoot,Uttar Pradesh,319203,263292,55910,0.8248,0.5547,0.4047,0.1615,0.1096,34227,29295,51381,0.4366
512,Deoria,Uttar Pradesh,2653535,2164737,488797,0.8158,0.5063,0.4493,0.1856,0.2409,248134,155707,468373,0.5346
513,Etah,Uttar Pradesh,103667,86012,17654,0.8297,0.6777,0.5273,0.1784,0.0231,6864,5045,16416,0.5495
514,Etawah,Uttar Pradesh,155768,114619,41148,0.7358,0.6101,0.5517,0.2048,0.0575,16069,10193,25563,0.535
515,Faizabad,Uttar Pradesh,523827,422007,101819,0.8056,0.5858,0.4473,0.1702,0.04,68075,50112,78570,0.4509
516,Farrukhabad,Uttar Pradesh,132071,100731,31339,0.7627,0.6061,0.4395,0.1829,0.1906,14804,10824,18479,0.3959
517,Fatehpur,Uttar Pradesh,332445,256575,75869,0.7718,0.6012,0.54,0.3274,0.1028,30256,17706,62275,0.5357
518,Firozabad,Uttar Pradesh,50000,41696,8303,0.8339,0.7333,0.6032,0.2564,0.0,6797,3255,8703,0.4258
519,Gautam Buddha Nagar,Uttar Pradesh,484614,400672,83941,0.8268,0.5702,0.4261,0.1984,0.29,54116,48521,91784,0.508
520,Ghaziabad,Uttar Pradesh,375251,304506,70744,0.8115,0.4989,0.3887,0.1921,0.0142,27777,29961,61663,0.4731
521,Ghazipur,Uttar Pradesh,490461,392142,98318,0.7995,0.5805,0.4767,0.2201,0.0685,50595,40905,77530,0.5229
522,Gonda,Uttar Pradesh,493322,385906,107415,0.7823,0.5777,0.518,0.1144,0.0,59909,31255,89685,0.4461
523,Gorakhpur,Uttar Pradesh,267322,189796,77525,0.71,0.5294,0.3857,0.2573,0.2445,31626,16738,39639,0.5167
524,Hamirpur,Uttar Pradesh,1143732,952400,191331,0.8327,0.7531,0.6181,0.1222,0.0066,83271,57310,221609,0.4503
525,Hardoi,Uttar Pradesh,163415,130429,32985,0.7981,0.6699,0.5598,0.1617,0.0,13789,15148,23747,0.5282
526,Hathras,Uttar Pradesh,298613,232729,65883,0.7794,0.5666,0.4099,0.1831,0.0983,27900,24612,57520,0.4934
527,Jalaun,Uttar Pradesh,92191,67900,24290,0.7365,0.6793,0.5219,0.0,0.0839,11696,6567,16247,0.4148
528,Jaunpur,Uttar Pradesh,614780,391898,222881,0.6375,0.6784,0.6055,0.2293,0.15,55258,55439,72043,0.4688
529,Jhansi,Uttar Pradesh,201026,154712,46313,0.7696,0.6262,0.4666,0.2282,0.2178,17456,15018,38282,0.5143
530,Jyotiba Phule Nagar,Uttar Pradesh,50000,48644,1355,0.9729,0.6386,0.5807,0.2849,0.0383,5877,3447,9140,0.4917
531,Kannauj,Uttar Pradesh,948868,784534,164333,0.8268,0.5952,0.4202,0.3277,0.1181,81568,71068,150962,0.5143
532,Kanpur,Uttar Pradesh,105878,72557,33320,0.6853,0.5628,0.5115,0.2738,0.1443,7281,7740,13884,0.5304
533,Kanpur Dehat,Uttar Pradesh,254225,221174,33050,0.87,0.5295,0.4392,0.3091,0.1046,20806,17290,42096,0.5008
534,Kaushambi,Uttar Pradesh,885818,668905,216912,0.7551,0.5726,0.5177,0.1395,0.0125,68643,57844,147970,0.4629
535,Kushinagar,Uttar Pradesh,671204,501356,169847,0.747,0.6181,0.4847,0.1807,0.121,55289,29737,118429,0.4696
536,Lakhimpur Kheri,Uttar Pradesh,543687,466063,77623,0.8572,0.776,0.6255,0.1123,0.0,51267,27077,97032,0.5493
537,Lalitpur,Uttar Pradesh,760021,545957,214063,0.7183,0.5966,0.5017,0.1092,0.0464,76213,64061,121194,0.4967
538,Lucknow,Uttar Pradesh,1151853,950942,200910,0.8256,0.5964,0.4229,0.2251,0.1578,114002,80433,195750,0.4502
539,Maharajganj,Uttar Pradesh,899410,796174,103235,0.8852,0.6829,0.5265,0.0774,0.1379,80572,62815,150755,0.5153
540,Mahoba,Uttar Pradesh,1819818,1445260,374557,0.7942,0.7703,0.719,0.1516,0.0,165167,177614,282510,0.5418
541,Mainpuri,Uttar Pradesh,895951,672881,223069,0.751,0.5954,0.4312,0.2048,0.2664,71715,83820,157925,0.449
542,Mathura,Uttar Pradesh,1417991,1332717,85273,0.9399,0.6821,0.5181,0.1348,0.1491,164979,117976,332481,0.5147
543,Mau,Uttar Pradesh,318154,251607,66546,0.7908,0.7193,0.6347,0.1537,0.0,41502,19853,62255,0.3961
544,Meerut,Uttar Pradesh,320346,263401,56944,0.8222,0.621,0.4557,0.1596,0.1342,28381,18891,49651,0.4679
545,Mirzapur,Uttar Pradesh,132246,93025,39220,0.7034,0.5918,0.4224,0.1914,0.1006,16517,10011,18835,0.4472
546,Moradabad,Uttar Pradesh,143050,98743,44306,0.6903,0.6525,0.5982,0.1928,0.0,13023,7768,22635,0.4458
547,Muzaffarnagar,Uttar Pradesh,711176,504162,207013,0.7089,0.6724,0.5423,0.0,0.1634,52928,39925,119770,0.4785
548,Pilibhit,Uttar Pradesh,676327,449169,227157,0.6641,0.6859,0.5801,0.0518,0.2714,60642,49523,108830,0.4512
549,Pratapgarh,Uttar Pradesh,399045,359980,39064,0.9021,0.6296,0.4805,0.136,0.0739,32819,23095,79176,0.4999
550,Rae Bareli,Uttar Pradesh,117986,84946,33039,0.72,0.7039,0.622,0.1447,0.1645,6546,5778,16696,0.4322
551,Rampur,Uttar Pradesh,243613,148625,94987,0.6101,0.6636,0.5888,0.128,0.0,15079,9744,29963,0.4879
552,Saharanpur,Uttar Pradesh,433693,336429,97263,0.7757,0.6595,0.4901,0.0,0.1454,33437,22022,72603,0.4055
553,Sant Kabir Nagar,Uttar Pradesh,636449,535296,101152,0.8411,0.6023,0.4312,0.0814,0.2031,51026,43612,107520,0.4864
554,Sant Ravi Das Nagar,Uttar Pradesh,322103,267051,55051,0.8291,0.5055,0.4002,0.1562,0.0027,45724,28499,58837,0.4494
555,Shahjahanpur,Uttar Pradesh,494768,373978,120789,0.7559,0.5545,0.399,0.1881,0.0,60778,31982,75791,0.4878
556,Shravasti,Uttar Pradesh,674180,522638,151541,0.7752,0.6604,0.5472,0.2081,0.061,47015,40714,95290,0.4709
557,Siddharth Nagar,Uttar Pradesh,606591,447088,159502,0.7371,0.5254,0.4239,0.2271,0.0175,37800,42943,97767,0.4858
558,Sitapur,Uttar Pradesh,1348196,1089746,258449,0.8083,0.6441,0.5036,0.0693,0.0,93175,82387,258300,0.4716
559,Sonbhadra,Uttar Pradesh,50000,47221,2778,0.9444,0.5364,0.4276,0.0486,0.0,3994,1940,10428,0.402
560,Sultanpur,Uttar Pradesh,674605,564588,110016,0.8369,0.7258,0.6023,0.1653,0.0,73879,34631,136481,0.54
561,Unnao,Uttar Pradesh,184563,158701,25861,0.8599,0.5959,0.4376,0.1004,0.0128,28123,20443,31891,0.4077
562,Varanasi,Uttar Pradesh,1028907,743194,285712,0.7223,0.5798,0.5119,0.1602,0.0,128711,54285,142877,0.396
563,Almora,Uttarakhand,255394,219607,35786,0.8599,0.7741,0.6469,0.1315,0.0456,11989,11266,42851,0.0495
564,Bageshwar,Uttarakhand,305998,210727,95270,0.6887,0.7159,0.6546,0.0471,0.1683,27788,13680,39490,0.1552
565,Chamoli,Uttarakhand,1382975,1007400,375574,0.7284,0.8413,0.7742,0.2167,0.0259,79584,84603,233918,0.1199
566,Champawat,Uttarakhand,285168,184979,100188,0.6487,0.6479,0.5863,0.1357,0.2916,29709,14399,35107,0.1923
567,Dehra Dun,Uttarakhand,455556,295689,159866,0.6491,0.7091,0.59,0.263,0.1456,29997,23119,55813,0.0576
568,Haridwar,Uttarakhand,82646,55779,26866,0.6749,0.6199,0.4946,0.1671,0.0,5823,4872,12209,0.1084
569,Naini Tal,Uttarakhand,76645,51314,25330,0.6695,0.7747,0.6112,0.166,0.0879,5947,5251,9446,0.1563
570,Pauri Garhwal,Uttarakhand,303547,201416,102130,0.6635,0.6943,0.588,0.1888,0.0,21733,14019,40615,0.1232
571,Pithoragarh,Uttarakhand,344412,196158,148253,0.5695,0.8028,0.6965,0.2218,0.0054,28628,17955,44315,0.0727
572,Rudra Prayag,Uttarakhand,287551,201093,86457,0.6993,0.6577,0.5475,0.1015,0.2582,22523,10824,37827,0.0841
573,Tehri Garhwal,Uttarakhand,353621,272820,80800,0.7715,0.6576,0.5898,0.1507,0.1838,26368,20601,52568,0.0649
574,Udham Singh Nagar,Uttarakhand,126334,77955,48378,0.6171,0.6669,0.5899,0.1477,0.0218,11999,9788,18074,0.1439
575,Uttarkashi,Uttarakhand,1545702,1111809,433892,0.7193,0.6853,0.5788,0.2205,0.0114,110460,64431,209102,0.1505
576,Bankura,West Bengal,164906,111303,53602,0.675,0.6834,0.5316,0.1046,0.0862,11084,8154,26471,0.2858
577,Barddhaman,West Bengal,488332,272353,215978,0.5577,0.6876,0.5597,0.1414,0.0657,55932,34305,57430,0.3657
578,Birbhum,West Bengal,2834976,2182351,652624,0.7698,0.5692,0.4993,0.0604,0.2279,241885,127843,492966,0.2985
579,Dakshin Dinajpur,West Bengal,393472,265697,127774,0.6753,0.5698,0.4585,0.0624,0.0934,32215,31449,52378,0.2627
580,Darjiling,West Bengal,152716,122059,30656,0.7993,0.7968,0.6342,0.1258,0.2318,10797,5446,30003,0.3465
581,East Midnapore,West Bengal,562536,484271,78264,0.8609,0.7864,0.6379,0.1127,0.0,70239,48812,110518,0.3254
582,Haora,West Bengal,453094,419184,33909,0.9252,0.6415,0.5051,0.2211,0.1088,33374,31759,89035,0.2799
583,Hugli,West Bengal,83403,62581,20821,0.7503,0.5546,0.4293,0.1521,0.0507,7921,3095,12815,0.3121
584,Jalpaiguri,West Bengal,481035,337304,143730,0.7012,0.6949,0.5471,0.1768,0.0,58156,30424,75697,0.375
585,Kochbihar,West Bengal,651725,529036,122688,0.8117,0.5912,0.4966,0.2793,0.049,42371,33645,96388,0.3327
586,Kolkata,West Bengal,170468,144705,25762,0.8489,0.6937,0.6277,0.1185,0.0952,16279,7760,26874,0.3029
587,Maldah,West Bengal,345917,238257,107659,0.6888,0.5874,0.4646,0.068,0.1414,32551,33266,57860,0.2456
588,Murshidabad,West Bengal,342413,208203,134209,0.608,0.677,0.5132,0.284,0.0496,26543,31322,44705,0.3305
589,Nadia,West Bengal,168398,121570,46827,0.7219,0.5533,0.3865,0.2086,0.0278,14785,9384,24623,0.291
590,North 24 Parganas,West Bengal,383977,245674,138302,0.6398,0.628,0.4713,0.079,0.2432,31831,19069,61338,0.3747
591,Puruliya,West Bengal,50000,36819,13180,0.7364,0.6466,0.5065,0.2175,0.0,4353,2595,8019,0.2228
592,South 24 Parganas,West Bengal,1240186,926728,313457,0.7472,0.6644,0.5192,0.2265,0.174,98380,60752,182685,0.2611
593,Uttar Dinajpur,West Bengal,371980,319056,52923,0.8577,0.7635,0.6972,0.1183,0.2556,30647,30225,72348,0.2205
594,West Midnapore,West Bengal,212889,155477,57411,0.7303,0.6686,0.5351,0.2133,0.2347,22933,10363,29218,0.3127
